model,variant,neighborhood,CI_coverage_flu_season,CI_coverage_off_season,CI_coverage_overall,Corr_flu_season,Corr_off_season,Corr_overall,MAE_flu_season,MAE_off_season,MAE_overall,MAPE_flu_season,MAPE_off_season,MAPE_overall,RMSE_flu_season,RMSE_off_season,RMSE_overall,target_kind,normalize,n_params,git_sha,mean_rank
seasonal_naive,post_covid,Far Southwest,100.0,100.0,100.0,0.3515017350987849,0.3679616358482699,0.6028526157677659,12.929058017742522,3.595866377605408,8.174413219936822,64.25359452288558,28.63731886607704,46.109454093945374,18.20899297444592,4.892488631601899,13.223076647249242,level,none,0,,7.0
xgboost,post_covid,Hilliard,100.0,92.5925925925926,96.22641509433964,0.7108181976306276,0.3765078251610375,0.7427118826209742,5.497188889352505,3.3910911786709597,4.424271187684547,50.64272681467287,73.28277939275426,62.18471440349867,6.792534868937889,4.498115207405905,5.739459362325686,climatology,,,,1.3333333333333333
gnn_st,post_covid,Hilliard,96.15384615384616,88.88888888888889,92.45283018867924,0.5586170332350706,0.065792937214376,0.6515440528973461,5.958112001419067,3.875337176852756,4.8970757700362295,58.607263822623025,77.29944407303158,68.13661061694896,7.528757439217877,5.097446381224924,6.406517631314995,blend,train,15734,,2.6666666666666665
dualtopo,post_covid,Hilliard,73.07692307692307,88.88888888888889,81.13207547169812,0.7164394731382198,-0.0420163286597047,0.7461408471414703,6.433530073899489,4.144033379024929,5.267182701038864,47.55981573025313,117.0096170744078,82.96559680766534,8.251943322880715,4.699466303417808,6.682493799562066,level,train,479905,,3.0
lstm,post_covid,Hilliard,96.15384615384616,96.29629629629628,96.22641509433964,0.2328393949512032,-0.1154667199935399,0.386232774122558,6.824699312383673,5.436404360090953,6.117454714045872,75.86038599062698,169.2519867200636,123.47179028406524,8.72164394132743,6.604729475898611,7.716131213814265,level,train,22353,,5.0
arima,post_covid,Hilliard,96.15384615384616,100.0,98.1132075471698,0.1863590365436843,-0.1116755390577259,0.3474281657644755,7.491680825304513,4.835905006981197,6.138738427290749,66.85433171929178,151.51722162567103,110.01580500489688,9.562281181338925,5.491131136356399,7.759942894406193,level,none,,,5.0
gat,post_covid,Hilliard,73.07692307692307,96.29629629629628,84.90566037735849,0.1798912332487308,0.2952702629231176,0.4451958994519608,10.097482424515944,3.8585899935828314,6.919178733285868,82.45432546569681,108.59030194829325,95.7785487705499,11.994219212626469,4.437278947928985,8.977969533441916,level,,8129,,4.666666666666667
persistence,post_covid,Hilliard,96.15384615384616,92.5925925925926,94.33962264150944,0.1863590365436843,-0.1116755390577258,0.3474281657644755,8.865121636608551,5.2137404405209615,7.004984046148835,94.66583471567992,130.70651570651572,113.03951522081188,11.126184224229045,7.113903184819035,9.30104179628321,level,none,0,,7.0
seasonal_naive,post_covid,Hilliard,100.0,100.0,100.0,0.3455976824296789,0.0665323698440769,0.5082759270066939,9.757583546334242,4.812683483557811,7.238483514353796,89.76379915234403,161.55871905871908,126.36513086931956,12.263406677512362,5.969018471830449,9.587883103708275,level,none,0,,7.333333333333333
dualtopo,post_covid,Linden,73.07692307692307,74.07407407407408,73.58490566037736,0.6998641687099144,0.1983603751742707,0.7790626181077789,9.900037398705116,6.550590232566551,8.193715257464715,23.267670638962834,49.813698336544746,36.79111871131589,12.215591390298066,8.205763131481527,10.368466626477783,level,train,479905,,1.6666666666666667
xgboost,post_covid,Linden,96.15384615384616,100.0,98.1132075471698,0.6356389320069733,0.4033171684164576,0.7952378657760907,9.839274954081024,7.116725742750067,8.452315921893554,24.03237600099925,38.319205563873965,31.310572193407115,12.428422676063285,8.599367242749262,10.651188350681768,climatology,,,,2.6666666666666665
gnn_st,post_covid,Linden,100.0,92.5925925925926,96.22641509433964,0.5479071524893547,0.2606468745499418,0.7496313872696954,10.296396182133602,7.341588762071398,8.791116930403799,25.055359934122873,41.20493989993733,33.28250444500947,12.887147302998413,8.955121454845575,11.060115418856476,blend,train,15734,,3.6666666666666665
arima,post_covid,Linden,96.15384615384616,100.0,98.1132075471698,0.1765792928200046,0.1243648652399301,0.5063726323897105,13.34338095133724,7.963919130370739,10.602900401033557,30.3415330859229,59.4047670658343,45.147331528519274,16.99782674268397,9.87854820018486,13.836575304279592,level,none,,,5.0
lstm,post_covid,Linden,88.46153846153845,100.0,94.33962264150944,0.1858335078369454,-0.0383157045495899,0.4373865850623862,12.496961992820324,11.121679179846703,11.796346220173389,29.457729543942783,74.39549631174329,52.35055412376569,16.3307102876133,12.681624979825584,14.58626394962327,level,train,22353,,5.666666666666667
persistence,post_covid,Linden,100.0,92.5925925925926,96.22641509433964,0.1914840325980012,0.1233513933075073,0.5100133935746974,16.508328107606783,9.052406256537465,12.710028296684682,41.94070650772001,52.9445359009866,47.546430915610536,19.45795318217709,11.734910913742098,15.996479633461211,level,none,0,,6.333333333333333
seasonal_naive,post_covid,Linden,100.0,100.0,100.0,0.3756760121010018,0.4608178775935265,0.6398855098724848,15.13263409863955,6.458119097651728,10.713541550966513,39.43386696515819,38.679477984678314,39.04955559774392,22.995486535377353,7.994891597704427,17.087122096005277,level,none,0,,5.333333333333333
